ACG,Brand,Market,Product ID,CG,SCG,Long Name,Sales,Vollume,calender week,MAT,'YTD
Consumer,Arizona,West,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,"36,288",7,9,MAT-2,Null
Consumer,Arizona,West,OFF-AR-10000203,Office Supplies,Art,Newell 336,"10,272",3,10,MAT,Null
Consumer,Arizona,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,"252,8",4,11,MAT-1,Null
Consumer,Pennsylvania,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","2,946",2,12,MAT-2,Null
Consumer,California,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,"12,96",2,13,MAT,YTD
Consumer,Pennsylvania,East,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,"285,576",4,1,MAT-1,Null
Corporate,Illinois,Central,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","22,24",2,2,MAT-2,Null
Consumer,New York,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,"14,62",2,3,MAT,Null
Consumer,Ohio,East,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,"48,36",5,4,MAT-1,Null
Home Office,Florida,South,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,"16,256",2,5,MAT-2,Null
Home Office,Florida,South,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,"219,184",2,6,MAT,Null
Corporate,Texas,Central,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,"95,84",4,7,MAT-1,Null
Consumer,Indiana,Central,OFF-LA-10004484,Office Supplies,Labels,Avery 476,"12,39",3,8,MAT-2,Null
Consumer,Indiana,Central,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,"35,88",6,9,MAT,Null
Consumer,Oklahoma,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black","477,3",5,10,MAT-1,Null
Home Office,Washington,West,OFF-LA-10002195,Office Supplies,Labels,Avery 481,"12,32",4,11,MAT-2,Null
Consumer,California,West,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""","8,608",2,12,MAT,Null
Home Office,Washington,West,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,"136,26",9,13,MAT-1,YTD-1
Corporate,California,West,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets","186,15",3,1,MAT-2,Null
Corporate,California,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,"81,792",6,2,MAT,Null
Corporate,California,West,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,"47,19",3,3,MAT-1,Null
Corporate,California,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,"36,784",2,4,MAT-2,Null
Home Office,Tennessee,South,TEC-MA-10003493,Technology,Machines,Penpower WorldCard Pro Card Scanner,"91,475",1,5,MAT,Null
Corporate,North Carolina,South,TEC-AC-10002380,Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card,"27,192",3,6,MAT-1,Null
Corporate,North Carolina,South,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg","12,06",5,7,MAT-2,Null
Consumer,California,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,"144,6",3,8,MAT,Null
Consumer,California,West,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,"15,992",1,9,MAT-1,Null
Home Office,New York,East,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,"34,44",3,10,MAT-2,Null
Home Office,California,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,"321,552",6,11,MAT,Null
Corporate,Kentucky,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,"701,96",2,12,MAT-1,Null
Consumer,Ohio,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,"19,456",4,13,MAT-2,YTD-2
Consumer,Delaware,East,OFF-LA-10004409,Office Supplies,Labels,Avery 492,"17,28",6,1,MAT,Null
Corporate,Washington,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,"31,96",2,2,MAT-1,Null
Consumer,New York,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,"164,688",6,3,MAT-2,Null
Consumer,New York,East,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,"166,5",2,4,MAT,Null
Consumer,New York,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,"12,96",2,5,MAT-1,Null
Consumer,New York,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","110,96",2,6,MAT-2,Null
Consumer,New York,East,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,"99,98",2,7,MAT,Null
Consumer,New York,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,"11,424",1,8,MAT-1,Null
Consumer,New York,East,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,"128,124",2,9,MAT-2,Null
Consumer,New York,East,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black","101,4",5,10,MAT,Null
Corporate,Illinois,Central,OFF-LA-10000443,Office Supplies,Labels,Avery 501,"5,904",2,11,MAT-1,Null
Corporate,Illinois,Central,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,"173,488",7,12,MAT-2,Null
Corporate,Illinois,Central,FUR-FU-10002703,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""","51,56",2,13,MAT,YTD
Corporate,Illinois,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,"3,564",3,1,MAT-1,Null
Consumer,Illinois,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,"13,16",5,2,MAT-2,Null
Consumer,Illinois,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,"3,828",3,3,MAT,Null
Consumer,Illinois,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,"304,99",5,4,MAT-1,Null
Consumer,Texas,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","18,16",2,5,MAT-2,Null
Home Office,Pennsylvania,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,"319,984",2,6,MAT,Null
Home Office,California,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,"19,68",6,7,MAT-1,Null
Corporate,Texas,Central,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,"781,864",10,8,MAT-2,Null
Corporate,Texas,Central,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,"30,816",9,9,MAT,Null
Consumer,West Virginia,East,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table","673,344",3,10,MAT-1,Null
Corporate,New Jersey,East,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,"6,54",3,11,MAT-2,Null
Consumer,Oregon,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,"572,8",2,12,MAT,Null
Corporate,Alabama,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray","197,05",7,13,MAT-1,YTD
Consumer,California,West,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,"2022,272",8,1,MAT-2,Null
Consumer,California,West,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,"9,12",3,2,MAT,Null
Consumer,Oklahoma,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,"38,16",9,3,MAT-1,Null
Corporate,Oklahoma,Central,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal","1592,85",7,4,MAT-2,Null
Corporate,Oklahoma,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,"11,88",2,5,MAT,Null
Consumer,California,West,TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,120,6,6,MAT-1,Null
Consumer,California,West,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,"8,67",1,7,MAT-2,Null
Home Office,Indiana,Central,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled","4,41",1,8,MAT,Null
Home Office,Indiana,Central,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,"167,94",3,9,MAT-1,Null
Home Office,Indiana,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,"67,8",10,10,MAT-2,Null
Consumer,Wisconsin,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,"26,94",3,11,MAT,Null
Consumer,California,West,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,"32,04",3,12,MAT-1,Null
Consumer,New York,East,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,"32,13",9,13,MAT-2,YTD-1
Consumer,New York,East,OFF-AR-10003190,Office Supplies,Art,Newell 32,"2,88",1,1,MAT,Null
Corporate,New York,East,TEC-PH-10004094,Technology,Phones,Motorola L703CM,"1091,93",7,2,MAT-1,Null
Corporate,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,"111,96",2,3,MAT-2,Null
Consumer,Michigan,Central,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,"26,7",2,4,MAT,Null
Consumer,Michigan,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg","40,2",5,5,MAT-1,Null
Consumer,Michigan,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set","13,89",3,6,MAT-2,Null
Consumer,Michigan,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,"689,82",6,7,MAT,Null
Consumer,New York,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush","38,34",9,8,MAT-1,Null
Corporate,Illinois,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,"9,264",3,9,MAT-2,Null
Consumer,Texas,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","204,6664",1,10,MAT,Null
Consumer,Wisconsin,Central,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,"1649,75",5,11,MAT-1,Null
Home Office,Florida,South,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,"91,056",6,12,MAT-2,Null
Consumer,Illinois,Central,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,"54,208",14,13,MAT,YTD-2
Consumer,Ohio,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia","26,982",3,1,MAT-1,Null
Consumer,Ohio,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,"6,912",3,2,MAT-2,Null
Consumer,Ohio,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,"435,504",3,3,MAT,Null
Consumer,California,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,"81,08",4,4,MAT-1,Null
Corporate,California,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,"93,02",2,5,MAT-2,Null
Consumer,Illinois,Central,TEC-PH-10002817,Technology,Phones,RCA ViSYS 25425RE1 Corded phone,"323,976",3,6,MAT,Null
Consumer,Illinois,Central,OFF-PA-10000295,Office Supplies,Paper,Xerox 229,"15,552",3,7,MAT-1,Null
Consumer,Illinois,Central,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite","32,592",3,8,MAT-2,Null
Home Office,Washington,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,"83,92",5,9,MAT,Null
Home Office,Washington,West,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,"199,9",5,10,MAT-1,Null
Home Office,Washington,West,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,"31,176",3,11,MAT-2,Null
Home Office,Washington,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,"172,752",6,12,MAT,Null
Home Office,Washington,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,"9,296",2,13,MAT-1,YTD
Corporate,Texas,Central,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,"12,768",2,1,MAT-2,Null
Home Office,Washington,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,"52,76",2,2,MAT,Null
Home Office,Texas,Central,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins","55,616",2,3,MAT-1,Null
Consumer,New York,East,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton","427,644",14,4,MAT-2,Null
Consumer,New York,East,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head","40,67",7,5,MAT,Null
Consumer,New York,East,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,"33,48",2,6,MAT-1,Null
Consumer,New York,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,"9,728",2,7,MAT-2,Null
Consumer,Illinois,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak","8,856",3,8,MAT,Null
Corporate,California,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","477,666",2,9,MAT-1,Null
Consumer,Rhode Island,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,"16,9",5,10,MAT-2,Null
Consumer,Rhode Island,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,"39,96",2,11,MAT,Null
Home Office,Arizona,West,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,"191,968",7,12,MAT-1,Null
Corporate,Texas,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,"35,52",3,13,MAT-2,YTD
Corporate,Texas,Central,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,"6,23",5,1,MAT,Null
Corporate,Texas,Central,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,"56,704",2,2,MAT-1,Null
Corporate,Texas,Central,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,"369,1992",3,3,MAT-2,Null
Corporate,Indiana,Central,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,"1,98",2,4,MAT,Null
Corporate,Indiana,Central,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","75,88",2,5,MAT-1,Null
Corporate,Pennsylvania,East,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,"6,848",2,6,MAT-2,Null
Corporate,Pennsylvania,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,"4,626",2,7,MAT,Null
Corporate,Pennsylvania,East,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,"453,6",3,8,MAT-1,Null
Home Office,California,West,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,"13,848",3,9,MAT-2,Null
Consumer,Pennsylvania,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,"577,584",6,10,MAT,Null
Home Office,Virginia,South,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,"151,96",4,11,MAT-1,Null
Corporate,Colorado,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,"68,432",7,12,MAT-2,Null
Consumer,Ohio,East,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock","71,12",5,13,MAT,YTD-1
Consumer,Ohio,East,OFF-FA-10003021,Office Supplies,Fasteners,Staples,"3,008",2,1,MAT-1,Null
Home Office,New Hampshire,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,"184,66",7,2,MAT-2,Null
Consumer,Texas,Central,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,"5,312",2,3,MAT,Null
Consumer,Ohio,East,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,"132,52",5,4,MAT-1,Null
Consumer,Ohio,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,"195,64",5,5,MAT-2,Null
Consumer,Ohio,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""","51,968",2,6,MAT,Null
Consumer,Ohio,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),"431,976",3,7,MAT-1,Null
Consumer,Ohio,East,TEC-MA-10003589,Technology,Machines,Cisco 8961 IP Phone Charcoal,"224,937",3,8,MAT-2,Null
Consumer,Ohio,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,6,2,9,MAT,Null
Home Office,California,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages","11,76",2,10,MAT-1,Null
Consumer,Florida,South,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","1125,488",7,11,MAT-2,Null
Consumer,Florida,South,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,"12,645",5,12,MAT,Null
Consumer,Florida,South,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box","4,032",2,13,MAT-1,YTD-2
Corporate,Nebraska,Central,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,"79,96",4,1,MAT,Null
Consumer,Ohio,East,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,"6,732",6,2,MAT-1,Null
Consumer,Ohio,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand","33,568",2,3,MAT-2,Null
Consumer,Ohio,East,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,"15,84",2,4,MAT,Null
Consumer,Ohio,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","24,424",1,5,MAT-1,Null
Consumer,Ohio,East,OFF-AR-10003504,Office Supplies,Art,Newell 347,"17,12",5,6,MAT-2,Null
Consumer,California,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,"31,56",3,7,MAT,Null
Consumer,Texas,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,"105,686",1,8,MAT-1,Null
Consumer,Texas,Central,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,"399,54",2,9,MAT-2,Null
Consumer,Texas,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black","104,93",5,10,MAT,Null
Home Office,New York,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,"1079,85",3,11,MAT-1,Null
Home Office,New York,East,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,"70,98",1,12,MAT-2,Null
Home Office,New York,East,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,"29,95",5,13,MAT,YTD
Home Office,New York,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal","589,41",5,1,MAT-1,Null
Home Office,Pennsylvania,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,"9,648",6,2,MAT-2,Null
Consumer,New York,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,"400,784",1,3,MAT,Null
Home Office,Michigan,Central,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black","53,72",4,4,MAT-1,Null
Corporate,Florida,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,"31,008",1,5,MAT-2,Null
Consumer,California,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,"61,12",5,6,MAT,Null
Corporate,Illinois,Central,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,"195,136",4,7,MAT-1,Null
Consumer,Illinois,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue","121,536",4,8,MAT-2,Null
Home Office,Illinois,Central,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book","17,472",3,9,MAT,Null
Home Office,Illinois,Central,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,"104,58",9,10,MAT-1,Null
Home Office,Texas,Central,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony","24,7",5,11,MAT-2,Null
Home Office,Texas,Central,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""","302,72",5,12,MAT,Null
Consumer,New York,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,"8,56",2,13,MAT-1,YTD-1
Consumer,New York,East,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,"11,56",2,1,MAT-2,Null
Corporate,California,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length","25,86",3,2,MAT,Null
Corporate,California,West,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,"276,784",2,3,MAT-1,Null
Corporate,California,West,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,"110,352",3,4,MAT-2,Null
Home Office,California,West,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock","60,84",3,5,MAT,Null
Consumer,Oregon,West,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,"35,208",1,6,MAT-1,Null
Corporate,Texas,Central,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,"41,472",8,7,MAT-2,Null
Consumer,Arkansas,South,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,"239,5",5,8,MAT,Null
Consumer,Virginia,South,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,"34,2",5,9,MAT-1,Null
Corporate,New York,East,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,"376,866",3,10,MAT-2,Null
Consumer,Virginia,South,OFF-AP-10003099,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless","197,72",4,11,MAT,Null
Corporate,Ohio,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,"70,72",4,12,MAT-1,Null
Corporate,Ohio,East,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit","194,352",3,13,MAT-2,YTD-2
Consumer,New York,East,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""","21,6",6,1,MAT,Null
Consumer,New York,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,"11,07",3,2,MAT-1,Null
Consumer,California,West,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats","282,84",4,3,MAT-2,Null
Consumer,California,West,OFF-LA-10002195,Office Supplies,Labels,Avery 481,"27,72",9,4,MAT,Null
Consumer,Mississippi,South,OFF-FA-10000735,Office Supplies,Fasteners,Staples,"11,68",4,5,MAT-1,Null
Consumer,California,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,"239,984",2,6,MAT-2,Null
Corporate,Washington,West,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,"22,98",1,7,MAT,Null
Corporate,Washington,West,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,"102,13",7,8,MAT-1,Null
Corporate,Washington,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"2033,584",2,9,MAT-2,Null
Corporate,California,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,"5,76",2,10,MAT,Null
Corporate,Ohio,East,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,"899,982",3,11,MAT-1,Null
Corporate,Ohio,East,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,"86,352",3,12,MAT-2,Null
Corporate,Ohio,East,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,"139,96",5,13,MAT,YTD
Home Office,Ohio,East,OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,"16,704",6,1,MAT-1,Null
Home Office,Ohio,East,TEC-AC-10002370,Technology,Accessories,Maxell CD-R Discs,"3,152",2,2,MAT-2,Null
Home Office,Ohio,East,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book","32,896",4,3,MAT,Null
Consumer,Texas,Central,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,"21,392",2,4,MAT-1,Null
Consumer,Texas,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,"307,314",3,5,MAT-2,Null
Consumer,Texas,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,"409,9992",3,6,MAT,Null
Corporate,Texas,Central,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,"9,248",2,7,MAT-1,Null
Consumer,Michigan,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,"14,67",3,8,MAT-2,Null
Consumer,Ohio,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,"37,408",7,9,MAT,Null
